occupation_code,ai_exposure,occupation_name,employment_2023_x,employment_2023_y,weekly_pay,adverts,education_required,employment_growth,log_pay,log_employment,advert_intensity,skill,ai_skill_interaction,ai_exposure_z,pay_z,employment_z,advert_intensity_z,exposure_quantile
49-3091,-0.9226068,Bicycle Repairers,13980.0,13980.0,38320.0,1.6,High school diploma or equivalent,0.0,10.553727232084796,9.5453830157878,0.00011444921316165952,1.0,-0.9226068,-0.8971581788957599,-0.8707453296853536,-0.40029611722076086,-0.0599051765303675,Low
49-3092,-0.9244052,Recreational Vehicle Service Technicians,17360.0,17360.0,47950.0,2.8,High school diploma or equivalent,0.0,10.777914080311584,9.761923988214342,0.00016129032258064516,1.0,-0.9244052,-0.8989418295430748,-0.5510938561815435,-0.3921665403407547,0.01789475428815788,Low
49-3093,-1.550724,Tire Repairers and Changers,101520.0,101520.0,35790.0,15.3,High school diploma or equivalent,0.0,10.48542380376007,11.52801110238827,0.00015070921985815602,1.0,-1.550724,-1.5201239542347065,-0.9547243772413908,-0.1897448864291217,0.0003202546658303526,Low
49-9011,-1.383152,Mechanical Door Repairers,27800.0,27800.0,48650.0,2.7,High school diploma or equivalent,0.0,10.792407087614151,10.232791299678729,9.712230215827339e-05,1.0,-1.383152,-1.3539262750355092,-0.5278585465810589,-0.3670562496226291,-0.08868400978353129,Low
49-9012,-0.7606913,"Control and Valve Installers and Repairers, Except Mechanical Door",47780.0,47780.0,70100.0,3.9,High school diploma or equivalent,0.0,11.157678073022682,10.7743624208798,8.162411050648806e-05,1.0,-0.7606913,-0.7365706086192363,0.1841377261766489,-0.31900034842069913,-0.11442546324774892,Lower-middle
49-9021,-0.8491117,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",397450.0,397450.0,57300.0,40.1,Postsecondary nondegree award,0.0,10.95605590270283,12.89282441900126,0.00010089319411246698,2.0,-1.6982234,-0.8242658397668308,-0.2407365065179273,0.5220260266182826,-0.08242081198998191,Lower-middle
49-9031,-0.9703799,Home Appliance Repairers,29950.0,29950.0,47170.0,3.1,High school diploma or equivalent,0.0,10.761513376278307,10.307284603543595,0.00010350584307178631,1.0,-0.9703799,-0.9445394737907971,-0.5769846297363692,-0.3618850690628619,-0.07808137787304041,Low
49-9041,-1.133177,Industrial Machinery Mechanics,412650.0,412650.0,61420.0,45.7,High school diploma or equivalent,0.0,11.025490793994813,12.930355055020831,0.00011074760693081305,1.0,-1.133177,-1.106001413735177,-0.1039801128693606,0.5585850705757068,-0.06605329539965611,Low
49-9043,-0.9735492,"Maintenance Workers, Machinery",58040.0,58040.0,57350.0,4.8,High school diploma or equivalent,0.0,10.956928122557517,10.968887706998125,8.270158511371467e-05,1.0,-0.9735492,-0.9476827811732119,-0.2390768415464641,-0.2943229937494378,-0.11263585042813942,Low
49-9044,-1.266085,Millwrights,37930.0,37930.0,62980.0,3.6,High school diploma or equivalent,0.0,11.050572494655016,10.543497634682945,9.491167940943844e-05,1.0,-1.266085,-1.2378193853951611,-0.05219856575970912,-0.3426915709852142,-0.09235570541710028,Low
49-9045,-1.237463,"Refractory Materials Repairers, Except Brickmasons",540.0,540.0,48410.0,0.1,High school diploma or equivalent,0.0,10.78746168293374,6.29156913955832,0.0001851851851851852,1.0,-1.237463,-1.209432125148584,-0.5358249384440822,-0.43262200871995704,0.05758251319503566,Low
49-9051,-1.081398,Electrical Power-Line Installers and Repairers,120170.0,120170.0,85420.0,10.7,High school diploma or equivalent,0.0,11.355335544395457,11.696662685905345,8.904052592161104e-05,1.0,-1.081398,-1.0546470727279966,0.6926590734329697,-0.14488790157346637,-0.10210729629194781,Low
49-9052,-1.083883,Telecommunications Line Installers and Repairers,98950.0,98950.0,64640.0,8.9,High school diploma or equivalent,0.0,11.076588693194976,11.502369951030712,8.9944416371905e-05,1.0,-1.083883,-1.05711169231128,0.002902311292868729,-0.19592625109823886,-0.10060599507656942,Low
49-9061,0.0546422,Camera and Photographic Equipment Repairers,2540.0,2540.0,46850.0,0.2,High school diploma or equivalent,0.0,10.754706287666568,7.8399193600125825,7.874015748031497e-05,1.0,0.0546422,0.07207603564924896,-0.5876064855537336,-0.4278116081992433,-0.11921551516375246,Upper-middle
49-9062,-0.2768838,Medical Equipment Repairers,64400.0,64400.0,60670.0,7.3,Associate's degree,0.0,11.013204620936344,11.072868912092446,0.00011335403726708074,3.0,-0.8306514,-0.2567309953236644,-0.1288750874413084,-0.2790259200935682,-0.06172418999715381,Lower-middle
49-9063,-0.5306271,Musical Instrument Repairers and Tuners,6170.0,6170.0,42800.0,0.6,High school diploma or equivalent,0.0,10.664293381569887,8.727454116899434,9.724473257698541e-05,1.0,-0.5306271,-0.508393251382825,-0.7220393482422519,-0.4190807312541479,-0.08848066109636253,Lower-middle
49-9064,-0.2123996,Watch and Clock Repairers,1880.0,1880.0,58140.0,0.1,High school diploma or equivalent,0.0,10.970609174112868,7.539027055823995,5.3191489361702134e-05,1.0,-0.2123996,-0.19277565442532296,-0.21285413499734573,-0.42939904037107884,-0.16165013374535026,Lower-middle
49-9071,-1.014408,"Maintenance and Repair Workers, General",1503150.0,1503150.0,46700.0,159.8,High school diploma or equivalent,0.0,10.75149944365699,14.223073464154584,0.00010631008216079567,1.0,-1.014408,-0.9882064828349701,-0.5925854804681232,3.1814559544948575,-0.07342372544273516,Low
49-9081,-0.9709935,Wind Turbine Service Technicians,9800.0,9800.0,61770.0,2.3,Postsecondary nondegree award,0.0,11.031173088689945,9.190137664658664,0.0002346938775510204,2.0,-1.941987,-0.9451480414271362,-0.09236245806911828,-0.4103498543090525,0.1398131197872961,Low
49-9091,-0.7233995,"Coin, Vending, and Amusement Machine Servicers and Repairers",36100.0,36100.0,44980.0,3.5,High school diploma or equivalent,0.0,10.713973225513307,10.494048144320972,9.695290858725761e-05,1.0,-0.7233995,-0.6995846526530808,-0.6496779554864569,-0.3470930874616672,-0.08896536110653792,Lower-middle
49-9092,-1.102728,Commercial Divers,2790.0,2790.0,61300.0,0.4,Postsecondary nondegree award,0.0,11.023535121924303,7.933796874815411,0.00014336917562724014,2.0,-2.205456,-1.0758021374006081,-0.10796330880087224,-0.4272103081341541,-0.01187106489200044,Low
49-9094,-0.8657498,Locksmiths and Safe Repairers,14790.0,14790.0,48380.0,1.7,High school diploma or equivalent,0.0,10.786841784164018,9.601706555704846,0.00011494252873563218,1.0,-0.8657498,-0.8407674844705054,-0.5368207374269601,-0.3983479050098718,-0.059085812557079155,Lower-middle
49-9095,-1.414062,Manufactured Building and Mobile Home Installers,2910.0,2910.0,38980.0,0.3,High school diploma or equivalent,0.0,10.570803973061551,7.975908360165538,0.00010309278350515463,1.0,-1.414062,-1.3845827705362324,-0.8488377520620395,-0.42692168410291126,-0.07876744201854183,Low
49-9096,-1.221519,Riggers,23870.0,23870.0,56220.0,2.5,High school diploma or equivalent,0.0,10.937027844460523,10.080377719332876,0.00010473397570171764,1.0,-1.221519,-1.1936188878705662,-0.27658526990153215,-0.3765086866458316,-0.07604153221545863,Low
49-9097,-0.858221,Signal and Track Switch Repairers,9200.0,9200.0,82710.0,0.8,High school diploma or equivalent,0.0,11.323095792685953,9.126958763037132,8.695652173913044e-05,1.0,-0.858221,-0.8333004309821248,0.602705231979665,-0.41179297446526664,-0.10556868700693357,Lower-middle
49-9098,-1.346555,"Helpers--Installation, Maintenance, and Repair Workers",101890.0,101890.0,36710.0,11.8,High school diploma or equivalent,0.0,10.51080447649088,11.53164907896833,0.00011581116890764551,1.0,-1.346555,-1.317629420754048,-0.9241865417664682,-0.1888549623327897,-0.05764305968194256,Low
49-9099,-0.5900791,"Installation, Maintenance, and Repair Workers, All Other",175860.0,175860.0,46500.0,21.5,High school diploma or equivalent,0.0,10.747207591575448,12.077443502932994,0.00012225634027066985,1.0,-0.5900791,-0.56735766324012,-0.599224140353976,-0.010942299074193067,-0.0469380637419106,Lower-middle
51-1011,-0.0845282,First-Line Supervisors of Production and Operating Workers,671160.0,671160.0,65930.0,67.7,High school diploma or equivalent,0.0,11.096348852107345,13.416762837603635,0.00010087013528815782,1.0,-0.0845282,-0.06595297572033515,0.04572166755661899,1.1803533898805576,-0.08245911114553697,Upper-middle
51-2011,-0.8684706,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",29810.0,29810.0,61240.0,2.8,High school diploma or equivalent,0.0,11.02255584977162,10.302599186672117,9.392821200939282e-05,1.0,-0.8684706,-0.843465970169579,-0.10995490676662807,-0.36222179709931185,-0.09398917859130337,Lower-middle
51-2021,-0.8289722,"Coil Winders, Tapers, and Finishers",11900.0,11900.0,44890.0,1.2,High school diploma or equivalent,0.0,10.711970331775978,9.38429367909962,0.00010084033613445378,1.0,-0.8289722,-0.8042915113573577,-0.6526653524350906,-0.40529893376230314,-0.08250860553466186,Lower-middle
51-2031,-0.9561453,Engine and Other Machine Assemblers,47960.0,47960.0,50270.0,2.8,High school diploma or equivalent,0.0,10.82516375668662,10.77812260914145,5.838198498748957e-05,1.0,-0.9561453,-0.9304216170824634,-0.47408540150565154,-0.3185674123738349,-0.15302906977805567,Low
51-2041,-1.076307,Structural Metal Fabricators and Fitters,57810.0,57810.0,48480.0,4.1,High school diploma or equivalent,0.0,10.788906620743196,10.964917050076522,7.092198581560284e-05,1.0,-1.076307,-1.0495978259277965,-0.5335014074840337,-0.2948761898093199,-0.1322009722160447,Low
51-3011,-0.3852989,Bakers,220230.0,220230.0,34950.0,39.9,No formal educational credential,0.0,10.461673747661957,12.302427733772937,0.00018117422694455796,0.0,-0.0,-0.36425694243982265,-0.9826067487619724,0.09577643647784062,0.05092058145371973,Lower-middle
51-3021,-0.9709924,Butchers and Meat Cutters,136330.0,136330.0,37650.0,16.9,No formal educational credential,0.0,10.536088233228039,11.822833696180176,0.00012396391109807084,0.0,-0.0,-0.9451469504486486,-0.8929848403029602,-0.10601986536609957,-0.0441019034996068,Low
51-3022,-1.10563,"Meat, Poultry, and Fish Cutters and Trimmers",138300.0,138300.0,36300.0,18.4,No formal educational credential,0.0,10.499573020252942,11.83718051765285,0.00013304410701373825,0.0,-0.0,-1.0786803370105433,-0.9377957945324663,-0.10128162085319657,-0.029020309087770608,Low
51-3023,-1.834668,Slaughterers and Meat Packers,71310.0,71310.0,38160.0,8.4,No formal educational credential,0.0,10.549543125562224,11.17479184902235,0.00011779554059739167,0.0,-0.0,-1.8017392230298324,-0.8760562575940357,-0.26240598629450235,-0.05434715183314348,Low
51-3091,-0.758859,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19570.0,19570.0,39850.0,2.4,No formal educational credential,0.0,10.592877684218362,9.881753060390121,0.00012263668880940214,0.0,-0.0,-0.7347533359985319,-0.81995958155858,-0.38685104776536605,-0.04630633041263326,Lower-middle
51-3092,-0.3791114,Food Batchmakers,169190.0,169190.0,38460.0,24.2,High school diploma or equivalent,0.0,10.55737401914277,12.038777622752843,0.00014303445830131804,1.0,-0.3791114,-0.3581201884472402,-0.8660982677652566,-0.026984984810773296,-0.012427007847312823,Lower-middle
51-3093,-0.5559894,Food Cooking Machine Operators and Tenders,29730.0,29730.0,38550.0,4.4,High school diploma or equivalent,0.0,10.559711378991475,10.299911915992144,0.00014799865455768585,1.0,-0.5559894,-0.5335475456512814,-0.8631108708166229,-0.3624142131201404,-0.004181811904996867,Lower-middle
51-4021,-1.234352,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",63370.0,63370.0,44390.0,6.5,High school diploma or equivalent,0.0,10.70076949782808,11.056745842317563,0.00010257219504497397,1.0,-1.234352,-1.2063466396260105,-0.6692620021497225,-0.2815032763617358,-0.07963210442063605,Low
51-4022,-0.8046677,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",9170.0,9170.0,46990.0,0.6,High school diploma or equivalent,0.0,10.757690092096862,9.123692565250511,6.543075245365322e-05,1.0,-0.8046677,-0.7801863416744936,-0.5829594236336367,-0.4118651304730774,-0.14132154132653846,Lower-middle
51-4023,-1.08921,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",24750.0,24750.0,47040.0,1.9,High school diploma or equivalent,0.0,10.758753582572508,10.116580767996837,7.676767676767676e-05,1.0,-1.08921,-1.0623950035869951,-0.5812997586621735,-0.37439211041671755,-0.12249167289971609,Low
51-4031,-1.036569,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",179230.0,179230.0,42400.0,14.4,High school diploma or equivalent,0.0,10.654903641220049,12.096425176225644,8.034369246219941e-05,1.0,-1.036569,-1.0101857321650098,-0.7353166680139573,-0.002836774196790464,-0.11655215146030591,Low
51-4032,-0.7598132,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5740.0,5740.0,44620.0,0.4,High school diploma or equivalent,0.0,10.705937467986523,8.655214489313613,6.968641114982578e-05,1.0,-0.7598132,-0.7356997102465678,-0.6616275432809918,-0.4201149673661014,-0.13425317859439354,Lower-middle
51-4033,-0.9901662,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",75260.0,75260.0,42610.0,5.5,High school diploma or equivalent,0.0,10.659844246493957,11.228704064147427,7.307998937018336e-05,1.0,-0.9901662,-0.9641634989258976,-0.728346075133812,-0.25290544526609277,-0.12861667352340003,Low
51-4034,-1.06734,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",19560.0,19560.0,47110.0,1.5,High school diploma or equivalent,0.0,10.760240571694087,9.881241943588808,7.668711656441718e-05,1.0,-1.06734,-1.040704367656849,-0.5789762277021251,-0.38687509976796963,-0.12262547797645454,Low
51-4035,-0.8703219,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",13990.0,13990.0,47200.0,1.1,High school diploma or equivalent,0.0,10.762149171573647,9.546098067659527,7.86275911365261e-05,1.0,-0.8703219,-0.8453020869641598,-0.5759888307534913,-0.40027206521815734,-0.11940248028622497,Lower-middle
51-4041,-0.8675535,Machinists,290720.0,290720.0,50840.0,29.5,High school diploma or equivalent,0.0,10.83643872530339,12.580115883629999,0.00010147220693450743,1.0,-0.8675535,-0.842556391650533,-0.4551652208309712,0.2653190028303954,-0.08145911065419913,Lower-middle
51-4051,-1.167465,Metal-Refining Furnace Operators and Tenders,20870.0,20870.0,50250.0,2.0,High school diploma or equivalent,0.0,10.824765825921322,9.946068000071246,9.583133684714902e-05,1.0,-1.167465,-1.1400082049913658,-0.47474926749423685,-0.3837242874269021,-0.09082821629657947,Low
51-4052,-1.00914,"Pourers and Casters, Metal",5460.0,5460.0,48690.0,0.6,High school diploma or equivalent,0.0,10.793228949176747,8.605204068738951,0.00010989010989010989,1.0,-1.00914,-0.9829816876781338,-0.5265308146038883,-0.4207884234390013,-0.06747754028350499,Low
51-4061,-0.7421977,"Model Makers, Metal and Plastic",2840.0,2840.0,64190.0,0.3,High school diploma or equivalent,0.0,11.069602714305823,7.951559331155252,0.0001056338028169014,1.0,-0.7421977,-0.7182286815667558,-0.012034673450299965,-0.42709004812113627,-0.07454697992627747,Lower-middle
51-4062,-0.6131331,"Patternmakers, Metal and Plastic",2150.0,2150.0,49670.0,0.1,High school diploma or equivalent,0.0,10.813156408101396,7.673223121121708,4.651162790697675e-05,1.0,-0.6131331,-0.5902225887423418,-0.4940013811632098,-0.4287496363007825,-0.17274493413546074,Lower-middle
51-4071,-1.740349,Foundry Mold and Coremakers,11780.0,11780.0,44300.0,0.9,High school diploma or equivalent,0.0,10.698739956033227,9.374158457205578,7.64006791171477e-05,1.0,-1.740349,-1.7081937685124364,-0.6722493990983562,-0.40558755779354594,-0.12310123130206574,Low
51-4072,-1.146139,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",158980.0,158980.0,38870.0,15.9,High school diploma or equivalent,0.0,10.567978023846269,11.976533687127104,0.00010001258019876714,1.0,-1.146139,-1.1188571075132543,-0.8524890149992584,-0.051542079469016795,-0.08388345244434975,Low
51-4081,-0.74266,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",127790.0,127790.0,41600.0,12.8,High school diploma or equivalent,0.0,10.635855446249355,11.75814357060275,0.00010016433210736365,1.0,-0.74266,-0.7186871900711228,-0.7618713075573684,-0.12656027558954713,-0.0836314027355185,Lower-middle
51-4111,-0.5317897,Tool and Die Makers,58150.0,58150.0,61490.0,4.7,Postsecondary nondegree award,0.0,11.026629838947516,10.97078115794681,8.082545141874463e-05,2.0,-1.0635794,-0.5095463164643241,-0.10165658190931212,-0.29405842172079855,-0.11575198225092269,Lower-middle
51-4121,-1.197596,"Welders, Cutters, Solderers, and Brazers",421730.0,421730.0,48940.0,45.6,High school diploma or equivalent,0.0,10.798350336996663,12.952120577825571,0.00010812605221350154,1.0,-1.197596,-1.1698920893631644,-0.5182324897465723,0.5804242889397471,-0.07040752138135642,Low
51-4122,-1.002411,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33020.0,33020.0,45350.0,3.2,High school diploma or equivalent,0.0,10.722165455543283,10.40486871747412,9.691096305269534e-05,1.0,-1.002411,-0.9763078747300793,-0.6373964346976293,-0.35450110426356635,-0.08903502981694145,Low
51-4191,-1.092486,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14950.0,14950.0,44240.0,1.2,High school diploma or equivalent,0.0,10.697384636196217,9.612466578818832,8.026755852842809e-05,1.0,-1.092486,-1.0656441358827045,-0.674240997064112,-0.3979630729682147,-0.11667860480126692,Low
51-4192,-0.7221353,"Layout Workers, Metal and Plastic",6660.0,6660.0,62270.0,0.5,High school diploma or equivalent,0.0,11.039235047866498,8.803874763534434,7.507507507507507e-05,1.0,-0.7221353,-0.6983308208312751,-0.07576580835448639,-0.41790218312657307,-0.12530297041638755,Lower-middle
51-4193,-0.8999876,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",31970.0,31970.0,39740.0,2.5,High school diploma or equivalent,0.0,10.590113516105808,10.372553242053888,7.819831091648421e-05,1.0,-0.8999876,-0.874724487435716,-0.823610844495799,-0.35702656453694104,-0.12011548584555708,Low
51-4194,-0.8809238,"Tool Grinders, Filers, and Sharpeners",6660.0,6660.0,46410.0,0.5,High school diploma or equivalent,0.0,10.745270232235221,8.803874763534434,7.507507507507507e-05,1.0,-0.8809238,-0.8558170368072241,-0.6022115373026097,-0.41790218312657307,-0.12530297041638755,Lower-middle
51-5111,0.4107973,Prepress Technicians and Workers,23590.0,23590.0,45070.0,2.8,Postsecondary nondegree award,0.0,10.715972115684695,10.06857817240172,0.00011869436201780415,2.0,0.8215946,0.425310174138722,-0.6466905585378231,-0.3771821427187315,-0.05285426993530449,Upper-middle
51-5112,-0.7093881,Printing Press Operators,151450.0,151450.0,41860.0,13.7,High school diploma or equivalent,0.0,10.642085995999992,11.928010816455384,9.04588973258501e-05,1.0,-0.7093881,-0.6856881653978613,-0.7532410497057598,-0.06965323742950391,-0.09975147683135992,Lower-middle
51-5113,-0.9062089,Print Binding and Finishing Workers,38880.0,38880.0,38100.0,2.8,High school diploma or equivalent,0.0,10.547969561114792,10.568235258574376,7.201646090534978e-05,1.0,-0.9062089,-0.8808947642218256,-0.8780478555597916,-0.3404066307378752,-0.1303831227389271,Low
51-6011,-1.054399,Laundry and Dry-Cleaning Workers,185000.0,185000.0,31050.0,31.9,No formal educational credential,0.0,10.343354087361625,12.128111104060462,0.00017243243243243242,0.0,-0.0,-1.0278695016498982,-1.112060616536101,0.011041231305468593,0.0364010490022217,Low
51-6021,-1.950063,"Pressers, Textile, Garment, and Related Materials",28700.0,28700.0,32240.0,2.8,No formal educational credential,0.0,10.380963196620565,10.264652401747712,9.756097560975609e-05,0.0,-0.0,-1.9161878253690738,-1.0725605902152773,-0.36489156938830797,-0.08795540269884415,Low
51-6031,-0.9639661,Sewing Machine Operators,116130.0,116130.0,34440.0,13.0,No formal educational credential,0.0,10.446973958541667,11.662465532239803,0.00011194351158184792,0.0,-0.0,-0.9381782757693626,-0.9995353314708969,-0.15460491062530807,-0.06406697824640878,Low
51-6041,-0.990912,Shoe and Leather Workers and Repairers,7230.0,7230.0,36020.0,0.9,High school diploma or equivalent,0.0,10.491829618729946,8.88599431515281,0.00012448132780082987,1.0,-0.990912,-0.9649031823404702,-0.9470899183726602,-0.41653121897816964,-0.043242509173163156,Low
51-6042,-1.029855,Shoe Machine Operators and Tenders,4630.0,4630.0,36970.0,0.4,High school diploma or equivalent,0.0,10.517862051930678,8.440312147080279,8.639308855291577e-05,1.0,-1.029855,-1.0035267961963312,-0.9155562839148597,-0.4227847396550975,-0.10650451161595949,Low
51-6051,-0.5987218,"Sewers, Hand",3390.0,3390.0,32240.0,0.7,No formal educational credential,0.0,10.380963196620565,8.128585200374497,0.00020648967551622417,0.0,-0.0,-0.5759294812169593,-1.0725605902152773,-0.42576718797794,0.09296783806112352,Lower-middle
51-6052,-0.4305268,"Tailors, Dressmakers, and Custom Sewers",14950.0,14950.0,36650.0,5.0,No formal educational credential,0.0,10.509168707314798,9.612466578818832,0.00033444816053511704,0.0,-0.0,-0.40911391147434734,-0.9261781397322241,-0.3979630729682147,0.3054982713833999,Lower-middle
51-6061,-0.8609312,Textile Bleaching and Dyeing Machine Operators and Tenders,6650.0,6650.0,35340.0,0.7,High school diploma or equivalent,0.0,10.472770745873687,8.8023721336499,0.00010526315789473683,1.0,-0.8609312,-0.8359884036157728,-0.9696613619845595,-0.41792623512917665,-0.07516259620138972,Lower-middle
51-6062,-1.022949,"Textile Cutting Machine Setters, Operators, and Tenders",9760.0,9760.0,36620.0,1.0,High school diploma or equivalent,0.0,10.508349818228501,9.186047679407139,0.00010245901639344262,1.0,-1.022949,-0.9966774348916405,-0.9271739387151019,-0.4104460623194668,-0.07982008654506677,Low
51-6063,-1.241662,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",15980.0,15980.0,37130.0,1.7,High school diploma or equivalent,0.0,10.522180547171125,9.679093219320265,0.00010638297872340425,1.0,-1.241662,-1.2135966875752273,-0.9102453560061774,-0.3954857167000472,-0.07330264915743356,Low
51-6064,-1.392929,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",23550.0,23550.0,35530.0,2.5,High school diploma or equivalent,0.0,10.478132689015073,10.066881099444563,0.00010615711252653928,1.0,-1.392929,-1.3636230901927586,-0.9633546350929995,-0.3772783507291458,-0.073677797711947,Low
51-6091,-0.8596925,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14520.0,14520.0,44030.0,2.0,High school diploma or equivalent,0.0,10.6926264987498,9.583282288378786,0.0001377410468319559,1.0,-0.8596925,-0.8347598626589061,-0.6812115899442575,-0.39899730908016817,-0.021219008105603898,Lower-middle
51-6092,-0.0831096,Fabric and Apparel Patternmakers,2670.0,2670.0,62510.0,0.3,High school diploma or equivalent,0.0,11.043081822925858,7.8898337513942955,0.00011235955056179774,1.0,-0.0831096,-0.0645460101908196,-0.0677994164914631,-0.4274989321653969,-0.06337596549586991,Upper-middle
51-6093,-1.313735,Upholsterers,25740.0,25740.0,42730.0,2.2,High school diploma or equivalent,0.0,10.66265652863807,10.155801481150117,8.547008547008548e-05,1.0,-1.313735,-1.2850785898794532,-0.7243628792023004,-0.37201096215896423,-0.10803755762789652,Low
51-7011,-1.327489,Cabinetmakers and Bench Carpenters,88460.0,88460.0,43260.0,8.1,High school diploma or equivalent,0.0,10.67498369950705,11.390305751422318,9.156680985756274e-05,1.0,-1.327489,-1.298719788168581,-0.7067704305047905,-0.22115680182938227,-0.09791130866733938,Low
51-7021,-1.197727,Furniture Finishers,14380.0,14380.0,39790.0,2.0,High school diploma or equivalent,0.0,10.591370903420975,9.573593631275038,0.00013908205841446454,1.0,-1.197727,-1.1700220149830476,-0.8219511795243358,-0.39933403711661813,-0.018991678103387394,Low
51-7031,-0.7278869,"Model Makers, Wood",590.0,590.0,45040.0,0.1,High school diploma or equivalent,0.0,10.715306262813572,6.380122536899765,0.00016949152542372882,1.0,-0.7278869,-0.7040352498031922,-0.647686357520701,-0.4325017487069392,0.03151640035365408,Lower-middle
51-7032,-1.057897,"Patternmakers, Wood",260.0,260.0,48630.0,0.0,High school diploma or equivalent,0.0,10.791995903397831,5.560681631015528,0.0,1.0,-1.057897,-1.0313388132403714,-0.5285224125696442,-0.43329546479285697,-0.24999761833326697,Low
51-7041,-1.165031,"Sawing Machine Setters, Operators, and Tenders, Wood",43570.0,43570.0,38000.0,4.8,High school diploma or equivalent,0.0,10.545341438708522,10.682124119111489,0.00011016754647693367,1.0,-1.165031,-1.1375941671379604,-0.881367185502718,-0.32912624151680153,-0.06701673678142847,Low
51-7042,-1.130357,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61250.0,61250.0,38260.0,6.4,High school diploma or equivalent,0.0,10.552160242994244,11.022719128406973,0.00010448979591836735,1.0,-1.130357,-1.103204541612497,-0.8727369276511093,-0.2866023009136923,-0.07644709840480757,Low
51-8011,0.7705302,Nuclear Power Reactor Operators,5760.0,5760.0,120350.0,0.4,High school diploma or equivalent,0.0,11.698159443211217,8.658692753689937,6.944444444444444e-05,1.0,0.7705302,0.7820927697489486,1.852101022497153,-0.4200668633608942,-0.1346550690101535,Upper-middle
51-8012,0.5012214,Power Distributors and Dispatchers,9040.0,9040.0,104750.0,0.8,High school diploma or equivalent,0.0,11.559331837784384,9.109414453386222,8.849557522123894e-05,1.0,0.5012214,0.5149926721913569,1.3342855514006382,-0.41217780650692376,-0.10301242273567104,Upper-middle
51-8013,-0.3482779,Power Plant Operators,31490.0,31490.0,97010.0,2.5,High school diploma or equivalent,0.0,11.48256934495533,10.357425314095071,7.939028262940616e-05,1.0,-0.3482779,-0.32753956554133434,1.0773694138181367,-0.35818106066191235,-0.1181357010378689,Lower-middle
51-8021,-0.5032496,Stationary Engineers and Boiler Operators,33840.0,33840.0,67640.0,3.8,High school diploma or equivalent,0.0,11.121954803012517,10.429398813720159,0.00011229314420803782,1.0,-0.5032496,-0.48124028452513967,0.10248220958066002,-0.35252884005007373,-0.06348626198099838,Lower-middle
51-8031,-0.44501,Water and Wastewater Treatment Plant and System Operators,120710.0,120710.0,54890.0,10.7,High school diploma or equivalent,0.0,10.913086461543935,11.701146253695173,8.864220031480407e-05,1.0,-0.44501,-0.4234783293208719,-0.320732358142453,-0.14358909343287365,-0.10276888832162483,Lower-middle
51-8091,-0.3831282,Chemical Plant and System Operators,17980.0,17980.0,80030.0,1.6,High school diploma or equivalent,0.0,11.290156843361093,9.79701530802561,8.898776418242492e-05,1.0,-0.3831282,-0.3621040451643966,0.513747189509238,-0.39067531617933343,-0.10219492999041188,Lower-middle
51-8092,-0.2982082,Gas Plant Operators,15930.0,15930.0,82560.0,1.3,High school diploma or equivalent,0.0,11.32128058071539,9.675959402904095,8.160703075957313e-05,1.0,-0.2982082,-0.2778805059239756,0.5977262370652754,-0.395605976713065,-0.11445383155808278,Lower-middle
51-8093,-0.370036,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",33360.0,33360.0,94580.0,3.2,High school diploma or equivalent,0.0,11.457201316197867,10.415112856472684,9.59232613908873e-05,1.0,-0.370036,-0.34911921920533584,0.9967096962050258,-0.353683336175045,-0.0906755358150095,Lower-middle
51-8099,-0.6702387,"Plant and System Operators, All Other",15370.0,15370.0,56940.0,1.6,High school diploma or equivalent,0.0,10.949753360832029,9.640172836532642,0.0001040988939492518,1.0,-0.6702387,-0.6468598443057871,-0.25268609431246225,-0.39695288885886487,-0.07709636027181384,Lower-middle
51-9011,-0.511521,Chemical Equipment Operators and Tenders,120260.0,120260.0,51720.0,14.4,High school diploma or equivalent,0.0,10.853599832885793,11.69741134459356,0.0001197405621154166,1.0,-0.511521,-0.4894438476724927,-0.4259551173332191,-0.14467143355003426,-0.051116601971710265,Lower-middle
